movie_id,title,year,rated,plot,imdb_rating,imdb_id
2875,Sommersby,1993,3,"A farmer returns home from the Civil War, but his wife begins to suspect that the man is an impostor.",6.3,tt0108185
2876,Thumbelina,1994,4,"This retelling of the Hans Christian Andersen classic fairy tale has the digit-sized heroine evading the clutches of various toads, moles, and beetles before she can proceed with her courtship with her dream lover, Prince Cornelius.",6.3,tt0111419
2877,Tommy,1975,2,"A psychosomatically blind, deaf, and mute boy becomes a master pinball player and, subsequently, the figurehead of a cult.",6.6,tt0073812
2878,Hell Night,1981,1,"Four college fraternity and sorority pledges spend the night in a deserted old mansion as part of a hazing ritual during hell night, where they are stalked by the only survivor of a family massacre from the mansion's sordid past.",5.6,tt0082511
2881,Double Jeopardy,1999,1,"Jailed for her Husband's murder, a woman learns he lives.",6.5,tt0150377
2882,Jakob the Liar,1999,3,"During World War II, an ordinary inhabitant of a ghetto fakes news about Allied offensives to inspire hope for other victims of the Nazi regime.",6.5,tt0120716
2883,Mumford,1999,1,"In the small town of Mumford, a psychologist of the same name moves in and quickly becomes very popular, despite a questionable past.",6.8,tt0140397
2884,Dog Park,1998,1,"Two dog lovers meet at a singles bar, recognizing each other from the dog park. Andy and Lorna are recent singles after their exes met.",5.2,tt0129884
2885,Guinevere,1999,1,A young girl from an affluent family rebels and becomes involved with a much older photographer.,5.9,tt0160338
2886,The Adventures of Elmo in Grouchland,1999,4,"When his blanket is transported to a distant world inhabited by Grouches following a feud between a friend of his, Elmo sets off on an adventure to retrieve it back.",5.8,tt0159421
2887,Simon Sez,1999,3,Basketball superstar Dennis Rodman stars as a hip Interpol agent attempting to defeat the deadly plans of a crazed arms dealer.,2.7,tt0168172
2888,Drive Me Crazy,1999,3,"Nicole and Chase used to be BFFs, then junior high happened. The high school centennial dance is coming but Nicole gets dumped. So does Chase. They stage a relationship to get at their exes. They visit each other's worlds. Love in...",5.8,tt0164114
2889,"Mystery, Alaska",1999,1,The residents of a small town get over-excited when their hockey team gets chosen to host a televised event.,6.7,tt0134618
2890,Three Kings,1999,1,"In the aftermath of the Persian Gulf War, four soldiers set out to steal gold that was stolen from Kuwait, but they discover people who desperately need their help.",7.1,tt0120188
2891,"Happy, Texas",1999,3,"3 prisoners escape. 2 end up in Happy, Texas, where they're mistaken for a gay couple expected there to help with the small girls beauty pageant. As the 2 are paid $1000, they decide to stay until the heat is gone.",6.3,tt0162360
2892,New Rose Hotel,1998,1,"Two businessmen are hired to steal secrets from a rival, and decide to use a beautiful call girl to do so.",5.2,tt0133122
2893,Plunkett & MaCleane,1999,1,"Two robbers are persecuted by the law, whose servants are not much better and even worse.",6.3,tt0134033
2894,Romance,1999,,"Frustrated by the lack of intimacy in her relationship, a young schoolteacher goes through a series of intimidating and often violent sexual partners.",5.2,tt0194314
2895,Napoleon and Samantha,1972,4,"Two young children, who, rather than part with an old pet lion who was once a circus performer, go on a perilous mountain trek to stay with a recluse friend.",6.0,tt0068990
2896,Alvarez Kelly,1966,,"During the Civil War, Mexican cattleman Alvarez Kelly supplies the Union with cattle until Confederate Colonel Tom Rossiter's hungry men force Kelly to change his customers.",6.3,tt0060095
2898,The Dark Half,1993,1,A writer's fictional alter ego wants to take over his life...at any price.,6.0,tt0106664
2899,Gulliver's Travels,1939,,A doctor washes ashore on an island inhabited by little people.,6.6,tt0031397
2900,Monkey Shines,1988,1,"A quadriplegic man has a trained monkey help him with his paralysis, until the little monkey begins to develop feelings, and rage, against its new master.",6.2,tt0095652
2901,Phantasm,1979,1,"Newly orphaned teenager Mike Pearson, his older brother Jody, and their friends face off against a mysterious grave robber known as the Tall Man, who employs a lethal arsenal of unearthly weapons in their southern California town.",6.6,tt0079714
2902,Psycho II,1983,1,"After twenty-two years of psychiatric care, Norman Bates attempts to return to a life of solitude, but the specters of his crimes - and his mother - continue to haunt him.",6.6,tt0086154
2903,Psycho III,1986,1,"Norman Bates falls in love with a fallen nun who stays at the Bates Motel alongside a drifter and a curious reporter. Meanwhile, ""Mother"" is still watching.",5.5,tt0091799
2904,Rain,1932,,A prostitute newly arrived in the South Pacific finds herself at odds with a stern missionary determined to save her soul.,6.9,tt0023369
2905,Sanjuro,1962,,"A crafty samurai helps a young man and his fellow clansmen trying to save his uncle, who has been framed and imprisoned by a corrupt superintendent.",8.0,tt0056443
2906,Random Hearts,1999,1,"Police Sergeant Dutch Van Den Broek and U.S. Representative Kay Chandler lose their spouses in a plane crash, and they soon discover that their spouses were having an affair with each other.",5.4,tt0156934
2907,Superstar,1999,3,"A nerdy Catholic schoolgirl, Mary Katherine Gallagher, dreams of superstardom.",5.2,tt0167427
2908,Boys Don't Cry,1999,1,"A young transgender man named Brandon navigates love, life, and trying to pass as a boy in rural Nebraska.",7.5,tt0171804
2909,"Five Wives, Three Secretaries and Me",1998,,,7.2,tt0150574
2911,"Grandfather, The (El Abuelo)",1998,2,"After his son dies, an elderly man comes back to Spain from the US and hopes to find out which of his granddaughters is true and which one is bastard.",7.3,tt0176415
2912,The Limey,1999,1,An extremely volatile and dangerous Englishman goes to Los Angeles to find the man he considers responsible for his daughter's death.,6.9,tt0165854
2914,Molly,1999,3,"A bachelor becomes the unwilling guardian of his autistic, intellectually disabled sister; then an experimental treatment works a dramatic change in her brain and his attitude.",5.7,tt0143746
2915,Risky Business,1983,1,"A Chicago teenager is looking for fun at home while his parents are away, but the situation quickly gets out of hand.",6.8,tt0086200
2916,Total Recall,1990,1,"When a man goes in to have virtual vacation memories of the planet Mars implanted in his mind, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?",7.5,tt0100802
2917,Body Heat,1981,1,"During an extreme heatwave, a beautiful Florida woman and a seedy lawyer engage in an affair while plotting the murder of her rich husband.",7.4,tt0082089
2918,Ferris Bueller's Day Off,1986,3,"A brash, cocky high school senior, tired of skipping school to spend a boring day at home, is determined to enjoy an epic day roaring around his favorite Chicago sites, enlisting his best friend and girlfriend to join him on the a...",7.8,tt0091042
2919,Year of Living Dangerously,1982,2,A young Australian reporter tries to navigate the political turmoil of Indonesia during the rule of President Sukarno with the help of a diminutive photographer.,7.1,tt0086617
2920,Children of Paradise (Les enfants du paradis),1945,,The theatrical life of a beautiful courtesan in 1830s Paris and the four men who love her.,8.3,tt0037674
2924,Drunken Master (Zui quan),1979,,"The brother of a winery owner, who's a drunken Kung Fu master, trains two young thieves in the art of the drunken kung fu after he catches them stealing from his brother's winery.",5.7,tt0080148
2925,"Conformist, The (Il Conformista)",1970,1,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",7.9,tt0065571
2926,Hairspray,1988,2,A 'pleasantly plump' teenager teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.,7.0,tt0095270
2928,The Razor's Edge,1984,3,He had everything and wanted nothing. He learned that he had nothing and wanted everything. He saved the world and then it shattered. The path to enlightenment is as sharp and narrow as a razor's edge.,6.4,tt0087980
2929,Reds,1981,2,"A radical American journalist becomes involved with the Communist revolution in Russia, and hopes to bring its spirit and idealism to the United States.",7.3,tt0082979
2930,Return with Honor,1998,,The story of U.S. fighter pilots shot down over North Vietnam who became POWs for up to 8 and a half years.,8.2,tt0176093
2932,Days of Heaven,1978,2,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.,7.7,tt0077405
2933,"Fire Within, The (Le Feu Follet)",1963,,"Depressed Alain Leroy leaves the clinic where he was detoxified. He meets friends, acquaintances and women, trying to find a reason to continue living. Will this help him?",7.8,tt0057058
2935,The Lady Eve,1941,,"A trio of classy card sharks targets a socially awkward brewery heir, until one of them falls in love with him.",7.7,tt0033804
2937,The Palm Beach Story,1942,,"A New York inventor needs cash to develop his big idea, so his adoring wife decides to raise it by divorcing him and marrying an eccentric Florida millionaire with a capricious high-society sister.",7.5,tt0035169
2938,Man Facing Southeast (Hombre Mirando al Sudeste),1986,1,A patient in a mental hospital claims to be an extraterrestial. Could he be right?,7.6,tt0091214
2939,Niagara,1953,,"As two couples are visiting Niagara Falls, tensions between one wife and her husband reach the level of murder.",7.0,tt0046126
2940,Gilda,1946,,A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.,7.6,tt0038559
2941,South Pacific,1958,,"On a South Pacific island during World War II, love blooms between a young nurse and a secretive Frenchman who's being courted for a dangerous military mission.",6.8,tt0052225
2942,Flashdance,1983,1,"An 18-year-old female amateur dancer who performs nightly at a dancing bar, and works as a welder during the day, dreams of joining the Pittsburgh ballet school.",6.2,tt0085549
2943,Indochine,1992,3,"Eliane adopts Camille, whose Vietnamese parents were friends. In 1930, a French navy officer is interested in Eliane (owns 60km2 plantation) and later in Camille. There's an uprising in Vietnam against French colonial power.",7.0,tt0104507
2944,The Dirty Dozen,1967,,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",7.7,tt0061578
2945,Mike's Murder,1984,1,"In L.A., a young woman tries to uncover what led to the brutal murder of her old flame and who killed him.",5.8,tt0087722
2946,Help!,1965,4,"When a member of a murderous cult sends Ringo Starr their sacrificial ring and it gets stuck on his hand, his fellow Beatles must protect him from the cult and an obsessed scientist.",7.1,tt0059260
2947,Goldfinger,1964,,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",7.7,tt0058150
2948,From Russia with Love,1963,2,James Bond willingly falls into an assassination plot involving a naive Russian beauty in order to retrieve a Soviet encryption device that was stolen by the organization Spectre.,7.3,tt0057076
2949,Dr. No,1962,2,A resourceful British government agent seeks answers in a case involving the disappearance of a colleague and the disruption of the American space program.,7.2,tt0055928
2950,The Blue Lagoon,1980,1,"During the Victorian period, two preteen cousins are shipwrecked on a tropical island in the South Pacific and enjoy a simple life together until puberty complicates matters.",5.8,tt0080453
2951,A Fistful of Dollars,1964,1,"A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",7.9,tt0058461
2953,Home Alone 2: Lost in New York,1992,2,"Kevin is separated from his family again when he accidentally boards a flight to New York City during a Christmas trip to Miami. However he crosses paths with the same burglars, who now plan to rob a toy store on Christmas eve.",6.9,tt0104431
2954,Penitentiary,1979,1,"A hitchhiker named Martel Gordone gets in a fight with two bikers over a prostitute, and one of the bikers is killed. Gordone is arrested and sent to prison, where he joins the prison's boxing team in an effort to secure an early ...",5.7,tt0079709
2955,Penitentiary II,1982,1,"An ex-con, on parole and trying to straighten his life out, decides to resume his boxing career when one of his prison enemies escapes and kills his girlfriend.",4.4,tt0084485
2956,Someone to Watch Over Me,1987,1,A married New York cop falls for the socialite murder witness he's been assigned to protect.,6.1,tt0094008
2957,Sparrows,1926,,"Molly, the eldest child at a baby farm hidden deep in a swamp, must rescue the others when their cruel master decides that one of them will be disposed of.",7.3,tt0017423
2958,Naturally Native,1998,3,"Three Native American sisters (Red-Horse, Bedard, Guerrero) decide to try to sell a line of cosmetics they call Naturally Native, based on old tribal remedies, only to have to fight an uphill battle with racist business people. Th...",6.3,tt0133117
2959,Fight Club,1999,1,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,8.8,tt0137523
2961,The Story of Us,1999,1,Ben and Katie Jordan are a married couple who go through hard times in fifteen years of marriage.,6.0,tt0160916
2962,Fever Pitch,1997,1,A sports fan's romantic courtship clashes with his obsession with his favorite football team.,6.7,tt0119114
2963,Joe the King,1999,1,"A disadvantaged, abused, neglected, exploited but basically decent kid slips into criminality while trying to cope with his harsh, inescapable reality.",6.7,tt0160672
2964,Julien Donkey-Boy,1999,1,A portrait of the effects of schizophrenia on family life is the central focus.,6.7,tt0192194
2965,The Omega Code,1999,3,SPOILER: A rabbi in Jerusalem develops software that can unlock prophecies in the Torah. He's murdered and the software stolen. A powerful man uses it to gain world domination.,3.5,tt0203408
2966,The Straight Story,1999,4,"Alvin Straight, a 73-year-old, learns that his estranged brother, Lyle is critically ill. Unable to drive, Alvin embarks on a journey from Iowa to Mt. Zion, by riding a lawn mower. Will he succeed?",8.0,tt0166896
2967,The Bad Seed,1956,,A woman realizes her daughter was born to kill.,7.4,tt0048977
2968,Time Bandits,1981,2,"A young boy accidentally joins a band of time travelling dwarves, as they jump from era to era looking for treasure to steal.",6.9,tt0081633
2969,"Man and a Woman, A (Un Homme et une Femme)",1966,,"A widow and a widower find their relationship developing into love, but their past tragedies prove hard to overcome, causing them to proceed with utmost delicacy.",7.5,tt0061138
2970,Fitzcarraldo,1982,2,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle.",8.0,tt0083946
2971,All That Jazz,1979,1,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.",7.8,tt0078754
2973,Crimes and Misdemeanors,1989,3,An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,7.8,tt0097123
2974,Bats,1999,3,Genetically mutated bats escape and it's up to a bat expert and the local sheriff to stop them.,4.1,tt0200469
2975,The Best Man,1999,1,"Just before his best friend's wedding, the life of a Chicago writer becomes crazy when his best friend guesses that his new book's story is based on his bride's fervent past.",6.7,tt0168501
2976,Bringing Out the Dead,1999,1,"Haunted by the patients he failed to save, a monumentally burned-out Manhattan ambulance paramedic fights to maintain his sanity over three increasingly turbulent nights.",6.9,tt0163988
2977,Crazy in Alabama,1999,3,An abused wife heads to California to become a movie star while her nephew back in Alabama has to deal with a racially-motivated murder involving a corrupt sheriff.,6.2,tt0142201
2978,Three to Tango,1999,3,"A rich businessman's assumption that his new colleague is gay leads him to ask the man to keep an eye on his mistress. However, the man is not gay--and he begins to fall for the woman himself.",6.1,tt0144640
2979,Body Shots,1999,1,"A tale of the mysterious, but necessary, mating ritual between men and women of today and everything they think about sex but are afraid to say.",4.9,tt0172627
2981,"Brother, Can You Spare a Dime?",1975,2,A nostalgic look back at the Great Depression with contemporary archival footage and film clips picturing James Cagney as an American Everyman.,7.1,tt0072742
2982,The Guardian,1990,1,"Young married couple Phillip and Kate Sterling, who have a newborn son named Jake, don't realize that their new nanny Camilla is a magical Druid who sacrifices infants to an evil tree.",5.4,tt0099710
2983,The Ipcress File,1965,,"In London, a wisecracking spy investigates the kidnapping and brainwashing of British scientists while dealing with the constraints of his agency's bureaucracy.",7.2,tt0059319
2984,On Any Sunday,1971,4,"Documentary on motorcycle racing featuring stars of the sport, including film star Steve McQueen, a racer in his own right.",7.7,tt0067527
2985,Robocop,1987,1,"In a violent future in Old Detroit, murdered police officer Alex Murphy is resurrected as RoboCop, a powerful cyborg law enforcer. As he fights crime, he begins to recover memories of his past and seeks revenge on the gang who kil...",7.6,tt0093870
2986,Robocop 2,1990,1,"RoboCop returns to protect the citizens of old Detroit but faces a deadly challenge when a rogue OCP member secretly creates a new, evil RoboCop 2.",5.8,tt0100502
2988,Melvin and Howard,1980,1,"The story of hard-luck Melvin E. Dummar, who claimed to have received a will naming him an heir to the fortune of Howard Hughes.",6.8,tt0081150
2989,For Your Eyes Only,1981,2,Secret service agent James Bond is assigned to find a missing British vessel equipped with a weapons encryption device and prevent it from falling into enemy hands.,6.7,tt0082398
2990,Licence to Kill,1989,3,A vengeful James Bond goes rogue to infiltrate and take down the organization of a drug lord who has murdered his friend's new wife and left him near death.,6.7,tt0097742
2991,Live and Let Die,1973,2,James Bond is sent to stop a diabolically brilliant heroin magnate armed with a complex organisation and a reliable psychic tarot card reader.,6.7,tt0070328
2992,Rawhead Rex,1986,1,An ancient creature called Rawhead is awakened from its slumber near an Irish village and goes on a rampage killing anyone in sight.,5.2,tt0091829
2993,Thunderball,1965,,James Bond heads to the Bahamas to recover two nuclear warheads stolen by S.P.E.C.T.R.E. Agent Emilio Largo in an international extortion scheme.,6.9,tt0059800
2994,The City,1998,,Documentary about the making of the 1962 film adaptation of The Music Man.,8.2,tt0258928
2996,Music of the Heart,1999,2,"After Roberta Guaspari separates from her husband, she receives encouragement from her mother to take up a job of a music teacher at the Central Park East School in East Harlem.",6.7,tt0166943
2997,Being John Malkovich,1999,1,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,7.7,tt0120601
2999,Man of the Century,1999,1,"Fantasy-comedy about a young man who lives as if it is 1928 or so, and his encounters with modern-day women and modern-day criminals.",7.0,tt0138537
3001,The Suburbans,1999,1,Jennifer Love Hewitt and Will Ferrell star in this electrifying film about the reunion of a one-hitwonder new wave band from the eighties.,4.2,tt0157075
3002,My Best Fiend (Mein liebster Feind),1999,,"The love-hate relationship between Werner Herzog and Klaus Kinski, the deep trust between the director and the actor, and their independently and simultaneously hatched plans to murder one another.",7.8,tt0200849
3003,Train of Life (Train De Vie),1998,1,"In 1941, the inhabitants of a small Jewish village in Central Europe organize a fake deportation train so that they can escape the Nazis and flee to Palestine.",7.6,tt0170705
3004,The Bachelor,1999,3,"A commitment-phobic man goes in search of a bride, including his fed-up girlfriend, to inherit his grandfather's one hundred million dollar inheritance.",5.1,tt0120596
3005,The Bone Collector,1999,1,A quadriplegic ex-homicide detective and his partner try to track down a serial killer who is terrorizing New York City.,6.7,tt0145681
3006,The Insider,1999,1,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,7.8,tt0140352
3007,American Movie,1999,1,"Aspiring filmmaker Mark Borchardt attempts to finance his dream project by finally completing Coven (1997), a low-budget horror film he abandoned years before.",7.8,tt0181288
3008,Last Night,1998,1,A group of very different individuals with different ideas of how to face the end come together as the world is expected to end in six hours at the turn of the century.,7.1,tt0156729
3010,Rosetta,1999,1,"Young and impulsive Rosetta lives with her alcoholic mother and, moved by despair, she will do anything to maintain a job.",7.4,tt0200071
3011,"They Shoot Horses, Don't They?",1969,,The lives of a disparate group of contestants intertwine in a grueling and inhumane dance marathon.,7.8,tt0065088
3012,Battling Butler,1926,,A love-struck weakling must pretend to be boxer in order to gain respect from the family of the girl he loves.,7.0,tt0016630
3013,Bride of Re-Animator,1990,1,Doctors Herbert West and Dan Cain discover the secret to creating human life and proceed to create a perfect woman from dead tissue.,6.2,tt0099180
3014,Bustin' Loose,1981,1,Failed parolee Joe Braxton has one last shot at redemption: by driving school kids from Philadelphia to Washington State.,6.0,tt0082121
3015,Coma,1978,2,"A young and ambitious female doctor's best friend falls into an unexplained coma after a routine medical procedure. Noticing an unusually high number of similar comas occurring in her hospital, she's determined to uncover the cause.",6.9,tt0077355
3016,Creepshow,1982,1,"Five grisly tales from a kid's comic book about a murdered father rising from his grave, a bizarre meteor, a vengeful husband, a mysterious crate's occupant, and a plague of cockroaches.",6.8,tt0083767
3017,Creepshow 2,1987,1,"Three macabre tales from the latest issue of a boy's favorite comic book, dealing with a vengeful wooden Native American, a monstrous blob in a lake, and an undying hitchhiker.",6.0,tt0092796
3018,Re-Animator,1985,,"After an odd new medical student arrives on campus, a dedicated local and his girlfriend become involved in bizarre experiments centering around the re-animation of dead tissue.",7.1,tt0089885
3019,Drugstore Cowboy,1989,1,A pharmacy-robbing dope fiend and his crew pop pills and evade the law.,7.2,tt0097240
3020,Falling Down,1993,1,An ordinary man reaches his breaking point and starts lashing out against the various flaws he sees in society.,7.6,tt0106856
3021,The Funhouse,1981,1,"Teenage Amy Harper, her boyfriend Buzz Dawson, and their friends Richie Atterbury and Liz Duncan visit a local carnival for a night of innocent amusement, but soon witness a fortune teller's murder and find that the exits are locked.",5.9,tt0082427
3023,My Best Girl,1927,,"A department store's stock girl falls in love with a co-worker, the son of the store's manager; the feeling is mutual though he is engaged to a debutante and focusing on becoming successful without the influence of his father.",7.4,tt0018183
3024,Piranha,1978,1,"When flesh-eating piranhas are accidentally released into a summer resort's rivers, the guests become their next meal.",5.9,tt0078087
3025,Rough Night in Jericho,1967,,A former deputy and a strong-willed widow are determined to stop a ruthless town boss.,6.4,tt0062218
3026,Slaughterhouse,1987,1,The owner of a slaughterhouse facing foreclosure instructs his obese and mentally disabled son to go on a killing spree against the people who want to buy his property.,5.3,tt0093990
3028,The Taming of the Shrew,1967,,"Brutish, fortune-hunting scoundrel Petruchio tames his wealthy, shrewish wife, Katharina.",7.1,tt0061407
3029,Nighthawks,1981,1,"When one of Europe's most lethal terrorists shows up in New York, an elite undercover cop is assigned to take him down by any means necessary.",6.3,tt0082817
3030,Yojimbo,1961,,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,8.2,tt0055630
3031,Repossessed,1990,3,"Parody of The Exorcist (1973), with Linda Blair once again possessed by Satan, and Leslie Nielsen as the exorcist.",4.8,tt0100475
3032,The Omega Man,1971,2,Dr Robert Neville has developed an experimental vaccine which makes him the only immune survivor of a biological catastrophe. A gang of homicidal mutants blame science for their condition and attempt to kill him.,6.4,tt0067525
3033,Spaceballs,1987,2,A star-pilot for hire and his trusty sidekick must come to the rescue of a princess and save Planet Druidia from the clutches of the evil Spaceballs.,7.1,tt0094012
3034,Robin Hood,1973,4,The story of the legendary British outlaw portrayed with the characters as anthropomorphic animals.,7.5,tt0070608
3035,Mister Roberts,1955,,"In the waning days of World War II, the cargo officer of a Navy supply ship chafes at its role far from the action in the Pacific's backwater areas, his frustration rising when its captain denies the crew liberty over petty irrita...",7.6,tt0048380
3036,Quest for Fire,1981,1,This story takes place in prehistoric time when three tribesmen search for a new fire source.,7.3,tt0082484
3037,Little Big Man,1970,3,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Native Americans and fighting with General Custer.",7.5,tt0065988
3038,A Face in the Crowd,1957,,"Female radio reporter Marcia Jeffries turns folk-singing drifter Larry ""Lonesome"" Rhodes into a powerful media star who becomes utterly detestable during his meteoric rise.",8.2,tt0050371
3039,Trading Places,1983,1,A snobbish Wall Street commodities broker and a wily street hustler find their positions reversed as part of a bet by two callous millionaire brothers who run a brokerage house.,7.5,tt0086465
3040,Meatballs,1979,2,"Another summer descends upon North Star summer camp, and care-free counselor Tripper leads the mediocre and mismanaged campers against their arch rivals at the very well run and expensive neighboring camp, Mohawk.",6.2,tt0079540
3041,Meatballs Part II,1984,2,Second in the series of Meatball movies. A group of kids attempt to save a summer camp that's a financial failure.,3.8,tt0087700
3043,Meatballs 4,1992,1,"Ricky is the hottest water-ski instructor around and he has just been rehired by his former employer/camp to whip up attendance. But the camp is in serious financial trouble and the owner of a rival, more popular, camp wants to bu...",3.5,tt0104837
3044,Dead Again,1991,1,"A woman who has lost her memory is taken in by a Los Angeles orphanage, and a private eye is enlisted to track down her identity, but he soon finds that he might have a past life connection to her that endangers their lives.",6.8,tt0101669
3045,Peter's Friends,1992,1,"Six former college friends, with two new friends, gather for a New Year's Eve weekend reunion at a large English countryside manor after ten years to reminisce about the good times now long gone.",7.0,tt0105130
3046,The Incredibly True Adventure of Two Girls in Love,1995,1,An adventurous love story between two young women of different social and economic backgrounds who find themselves going through all the typical struggles of a new romance.,6.6,tt0113416
3047,Experience Preferred... But Not Essential,1982,2,"A shy, introverted young girl takes a summer job at a seaside resort in Wales. She finds the staff, the owners and patrons unlike anyone she has ever met before.",7.0,tt0083911
3048,Under the Rainbow,1981,2,"A visiting dignitary, a CIA agent, a Nazi spy, Japanese tourists, an assassin and a group of ""midget"" actors from The Wizard of Oz (1939) all check into an elite Los Angeles hotel called Under the Rainbow.",5.3,tt0083254
3049,How I Won the War,1967,,An inept British World War II commander leads his troops through a series of misadventures in North Africa and Europe.,5.5,tt0061789
3050,Light It Up,1999,1,A group of teens are bent on improving the run-down conditions of their high-school.,6.0,tt0172726
3051,Anywhere But Here,1999,3,A mother and daughter search for success in Beverly Hills.,6.2,tt0149691
3052,Dogma,1999,1,An abortion clinic worker with a special heritage is called upon to save the existence of humanity from being negated by two renegade angels trying to exploit a loop-hole and reenter Heaven.,7.3,tt0120655
3053,The Messenger: The Story of Joan of Arc,1999,1,A young girl receives a vision that drives her to rid France of its oppressors.,6.4,tt0151137
3054,Pokémon: The First Movie,1998,4,"Scientists genetically create a new Pokémon, Mewtwo, but the results are horrific and disastrous.",6.3,tt0190641
3055,Felicia's Journey,1999,3,"A young woman leaves Ireland to find her boyfriend in England, and while there is helped by a man hiding unsettling secrets.",7.0,tt0165773
3056,Oxygen,1999,1,Two guys kidnap the wife of a rich man and bury her in a box with 24 hours of oxygen. Tough NYPD Detective Maddy and others get the case. Will they get to her in time?,6.0,tt0160620
3058,The Ape,1940,,Dr. Bernard Adrian is a kindly mad scientist who seeks to cure a young woman's polio. He needs spinal fluid from a human to complete the formula for his experimental serum.,4.6,tt0032215
3060,The Commitments,1991,1,"Jimmy Rabbitte, an unemployed Dublin boy, decides to put together a soul band made up entirely of the Irish working class.",7.6,tt0101605
3061,Holiday Inn,1942,,"At an inn which is open only on holidays, a crooner and a hoofer vie for the affections of a beautiful up-and-coming performer.",7.3,tt0034862
3062,The Longest Day,1962,4,"The events of D-Day, told on a grand scale from both the Allied and German points of view.",7.7,tt0056197
3063,Poison Ivy,1992,1,A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family.,5.4,tt0105156
3066,Tora! Tora! Tora!,1970,4,"The story of the 1941 Japanese air raid on Pearl Harbor, and the series of preceding American blunders that aggravated its effectiveness.",7.5,tt0066473
3067,Women on the Verge of a Nervous Breakdown,1988,1,A television actress encounters a variety of eccentric characters after embarking on a journey to discover why her lover abruptly left her.,7.5,tt0095675
3068,The Verdict,1982,1,"An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.",7.7,tt0084855
3069,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,1972,2,"Middle-aged misfit Beatrice Hunsdorfer struggles to raise her two daughters, popular epileptic Ruth and promising science student Matilda, in this film version of Paul Zindel's stage play.",7.4,tt0068528
3072,Moonstruck,1987,2,"Loretta Castorini, a bookkeeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry.",7.2,tt0093565
3073,The Sandpiper,1965,,"A free-spirited single mother forms a connection with the married headmaster of an Episcopalian boarding school in Monterey, California.",6.2,tt0059674
3074,Jeremiah Johnson,1972,,A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by the Crow tribe and proves to be a match for their warriors in single combat on the early frontier.,7.6,tt0068762
3075,Repulsion,1965,,A withdrawn manicurist who disapproves of her sister's boyfriend sinks into depression and experiences horrific visions of violence.,7.6,tt0059646
3076,Irma la Douce,1963,,"When a policeman falls in love with a prostitute, he doesn't want her to see other men, so he creates an alter-ego who will be her only customer.",7.3,tt0057187
3077,42 Up,1998,,Director Michael Apted revisits the same group of British-born adults after a seven-year wait. The subjects are interviewed as to the changes that have occurred in their lives during the last seven years.,8.2,tt0164312
3078,Liberty Heights,1999,1,"Baltimore, Fall 1954: Schools implement the new integration law. Ben finds the ""colored"" girl in his class cute - upsetting his Jewish mom and granny. Ben talks to her while his brother looks for his WASP dream girl.",7.0,tt0165859
3079,Mansfield Park,1999,3,"Fanny, born into a poor family, is sent away to live with wealthy uncle Sir Thomas, his wife and their four children, where she'll be brought up for a proper introduction to society.",7.0,tt0178737
3080,"Goodbye, 20th Century (Zbogum na dvadesetiot vek)",1998,,"In the year 2019, after global destruction and descent into savagery, the immortal Kuzman discovers his destiny. As he enters the whirling circles of time, he discovers the blasphemy of our century, and how it is to close its circle.",6.7,tt0179196
3081,Sleepy Hollow,1999,1,Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people; the culprit is legendary apparition The Headless Horseman.,7.3,tt0162661
3082,The World Is Not Enough,1999,3,"James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain.",6.4,tt0143145
3083,All About My Mother (Todo Sobre Mi Madre),1999,1,"A comedy-drama about a bereaved mother, an overwrought actress, her jealous lover, and a pregnant nun.",7.8,tt0185125
